SMB-w1-l1_131201,0.024911897926013924
SMB-w1-l1_final,0.024911897926013924
SMB-w1-l2_final,0.03747367305472749
SMB-w1-l3_final,0.001086274108267828
SMB-w2-l1_final,0.021733082451272496
SMB-w2-l3_final,0.00859113492830134
SMB-w3-l1_final,0.012033104632278252
SMB-w3-l2_final,0.07421819332984167
SMB-w3-l3_final,0.0015312998721923074
SMB-w4-l1_final,0.0005443625157980817
SMB-w4-l2_final,0.001115569150009057
SMB-w4-l3_final,0.010530210411018991
SMB-w5-l1_final,0.02976043920759875
SMB-w5-l2_final,0.011607306311131204
SMB-w5-l3_final,0.002409262623521362
SMB-w6-l1_final,0.012424528400217887
SMB-w6-l2_final,0.03908756735035314
SMB-w6-l3_final,0.05114229839725398
SMB-w7-l1_final,0.0002613990364702007
SMB-w7-l3_final,0.0028286062576938884
SMB-w8-l1_final,0.005768940957190854
SMB-w8-l2_final,0.05956831127522868
SMB-w8-l3_final,0.05209160488342233
